EMSR,AOI,folderType,folderPath,activationDate,suggested_startDate,suggested_endDate
EMSR578,AOI01,optimal,dataOptimal/,2022-06-16T13:00:00.000,2022-06-28T13:00:00Z,2022-06-30T13:00:00Z
EMSR578,AOI02,optimal,dataOptimal/,2022-06-16T13:00:00.000,2022-06-18T13:00:00Z,2022-06-20T13:00:00Z
EMSR579,AOI01,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-06-30T00:00:00Z,2022-07-03T00:00:00Z
EMSR579,AOI02,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-06-30T00:00:00Z,2022-07-03T00:00:00Z
EMSR579,AOI04,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-06-30T00:00:00Z,2022-07-03T00:00:00Z
EMSR579,AOI05,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-06-30T00:00:00Z,2022-07-03T00:00:00Z
EMSR579,AOI06,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-06-30T00:00:00Z,2022-07-03T00:00:00Z
EMSR579,AOI07,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-07-11T00:00:00Z,2022-07-13T00:00:00Z
EMSR579,AOI08,optimal,dataOptimal/,2022-06-16T00:00:00.000,2022-07-01T00:00:00Z,2022-07-03T00:00:00Z
EMSR580,AOI01,optimal,dataOptimal/,2022-06-15T22:00:00.000,2022-06-15T22:00:00Z,2022-06-30T22:00:00Z
EMSR581,AOI01,optimal,dataOptimal/,2022-06-16T15:00:00.000,2022-06-17T15:00:00Z,2022-06-20T15:00:00Z
EMSR581,AOI02,optimal,dataOptimal/,2022-06-16T15:00:00.000,2022-06-23T15:00:00Z,2022-06-25T15:00:00Z
EMSR582,AOI01,optimal,dataOptimal/,2022-06-22T00:00:00.000,2022-06-26T00:00:00Z,2022-07-05T00:00:00Z
EMSR582,AOI02,optimal,dataOptimal/,2022-06-18T00:00:00.000,2022-06-21T00:00:00Z,2022-07-15T00:00:00Z
EMSR583,AOI01,optimal,dataOptimal/,2022-06-20T15:00:00.000,2022-06-25T15:00:00Z,2022-06-30T15:00:00Z
EMSR587,AOI01,optimal,dataOptimal/,2022-07-03T13:00:00.000,2022-07-11T13:00:00Z,2022-07-13T13:00:00Z
EMSR588,AOI01,optimal,dataOptimal/,2022-07-04T10:00:00.000,2022-07-16T10:00:00Z,2022-07-18T10:00:00Z
EMSR589,AOI01,optimal,dataOptimal/,2022-07-15T17:00:00.000,2022-07-22T17:00:00Z,2022-07-24T17:00:00Z
EMSR590,AOI01,optimal,dataOptimal/,2022-07-11T16:00:00.000,2022-07-19T16:00:00Z,2022-07-21T16:00:00Z
EMSR591,AOI01,optimal,dataOptimal/,2022-07-13T10:00:00.000,2022-07-13T10:00:00Z,2022-07-20T10:00:00Z
EMSR592,AOI01,optimal,dataOptimal/,2022-07-12T14:00:00.000,2022-07-31T00:00:00Z,2022-08-02T14:00:00Z
EMSR592,AOI02,optimal,dataOptimal/,2022-07-12T14:00:00.000,2022-07-31T14:00:00Z,2022-08-02T14:00:00Z
EMSR593,AOI01,optimal,dataOptimal/,2022-07-15T14:00:00.000,2022-07-17T14:00:00Z,2022-07-20T14:00:00Z
EMSR594,AOI01,optimal,dataOptimal/,2022-07-16T09:00:00.000,2022-07-16T09:00:00Z,2022-07-22T09:00:00Z
EMSR595,AOI01,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-15T09:00:00Z,2022-07-21T09:00:00Z
EMSR596,AOI01,optimal,dataOptimal/,2022-07-17T17:00:00.000,2022-08-01T17:00:00Z,2022-08-03T17:00:00Z
EMSR597,AOI01,optimal,dataOptimal/,2022-07-18T12:30:00.000,2022-07-26T12:30:00Z,2022-07-28T12:30:00Z
EMSR598,AOI01,optimal,dataOptimal/,2022-07-20T02:30:00.000,2022-07-20T02:30:00Z,2022-07-25T02:30:00Z
EMSR599,AOI01,optimal,dataOptimal/,2022-07-14T19:00:00.000,2022-07-22T19:00:00Z,2022-07-24T19:00:00Z
EMSR599,AOI02,optimal,dataOptimal/,2022-07-14T19:00:00.000,2022-07-22T19:00:00Z,2022-07-24T19:00:00Z
EMSR600,AOI01,optimal,dataOptimal/,2022-07-18T12:00:00.000,2022-07-21T12:00:00Z,2022-07-23T12:00:00Z
EMSR601,AOI01,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-31T09:00:00Z,2022-08-02T09:00:00Z
EMSR602,AOI01,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-24T09:00:00Z,2022-07-26T09:00:00Z
EMSR602,AOI02,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-22T09:00:00Z,2022-07-24T09:00:00Z
EMSR602,AOI03,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-19T09:00:00Z,2022-07-21T09:00:00Z
EMSR602,AOI04,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-24T09:00:00Z,2022-07-26T09:00:00Z
EMSR602,AOI05,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-22T09:00:00Z,2022-07-24T09:00:00Z
EMSR602,AOI06,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-24T09:00:00Z,2022-07-26T09:00:00Z
EMSR602,AOI09,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-22T09:00:00Z,2022-07-24T09:00:00Z
EMSR602,AOI10,optimal,dataOptimal/,2022-07-19T09:00:00.000,2022-07-22T09:00:00Z,2022-07-24T09:00:00Z
EMSR603,AOI01,optimal,dataOptimal/,2022-07-15T12:00:00.000,2022-07-16T12:00:00Z,2022-07-18T12:00:00Z
EMSR605,AOI01,optimal,dataOptimal/,2022-07-27T12:00:00.000,2022-08-02T12:00:00Z,2022-08-04T12:00:00Z
EMSR606,AOI01,optimal,dataOptimal/,2022-07-21T00:00:00.000,2022-07-26T00:00:00Z,2022-07-28T00:00:00Z
EMSR607,AOI01,optimal,dataOptimal/,2022-07-23T07:00:00.000,2022-07-28T07:00:00Z,2022-07-30T07:00:00Z
EMSR608,AOI01,optimal,dataOptimal/,2022-07-24T12:30:00.000,2022-07-24T12:30:00Z,2022-07-28T12:30:00Z
EMSR609,AOI01,optimal,dataOptimal/,2022-07-25T13:30:00.000,2022-07-27T13:30:00Z,2022-07-29T13:30:00Z
EMSR610,AOI01,optimal,dataOptimal/,2022-08-11T00:00:00.000,2022-09-04T00:00:00Z,2022-09-06T00:00:00Z
EMSR611,AOI01,optimal,dataOptimal/,2022-07-25T00:00:00.000,2022-08-15T00:00:00Z,2022-08-17T00:00:00Z
EMSR613,AOI01,optimal,dataOptimal/,2022-07-21T10:30:00.000,2022-08-07T10:30:00Z,2022-08-09T10:30:00Z
EMSR616,AOI01,optimal,dataOptimal/,2022-08-08T17:30:00.000,2022-08-08T17:30:00Z,2022-08-23T17:30:00Z
EMSR617,AOI01,optimal,dataOptimal/,2022-08-08T17:30:00.000,2022-08-08T17:30:00Z,2022-08-10T17:30:00Z
EMSR618,AOI01,optimal,dataOptimal/,2022-08-18T17:30:00.000,2022-08-18T17:30:00Z,2022-08-23T17:30:00Z
EMSR619,AOI01,optimal,dataOptimal/,2022-08-09T00:00:00.000,2022-09-19T00:00:00Z,2022-09-21T00:00:00Z
EMSR620,AOI01,optimal,dataOptimal/,2022-08-10T00:00:00.000,2022-08-10T00:00:00Z,2022-08-31T00:00:00Z
EMSR621,AOI01,optimal,dataOptimal/,2022-08-10T00:00:00.000,2022-08-29T00:00:00Z,2022-09-03T00:00:00Z
EMSR623,AOI01,optimal,dataOptimal/,2022-08-13T13:30:00.000,2022-08-29T13:30:00Z,2022-08-31T23:30:00Z
EMSR624,AOI01,optimal,dataOptimal/,2022-08-10T10:00:00.000,2022-08-10T10:00:00Z,2022-08-19T10:00:00Z
EMSR625,AOI01,optimal,dataOptimal/,2022-08-13T19:30:00.000,2022-08-22T19:30:00Z,2022-08-24T19:30:00Z
EMSR625,AOI02,optimal,dataOptimal/,2022-08-13T19:30:00.000,2022-08-17T19:30:00Z,2022-08-19T19:30:00Z
EMSR626,AOI01,optimal,dataOptimal/,2022-08-19T15:00:00.000,2022-09-01T15:00:00Z,2022-09-03T15:00:00Z
EMSR627,AOI01,optimal,dataOptimal/,2022-08-18T09:30:00.000,2022-08-26T09:30:00Z,2022-08-28T09:30:00Z
EMSR628,AOI01,optimal,dataOptimal/,2022-08-21T07:30:00.000,2022-08-26T07:30:00Z,2022-08-28T07:30:00Z
EMSR632,AOI01,optimal,dataOptimal/,2022-09-08T00:00:00.000,2022-09-11T00:00:00Z,2022-09-29T23:00:00Z
EMSR633,AOI01,optimal,dataOptimal/,2022-09-12T00:00:00.000,2022-09-12T00:00:00Z,2022-09-25T00:00:00Z
EMSR638,AOI01,optimal,dataOptimal/,2022-10-22T10:30:00.000,2022-11-11T10:30:00Z,2022-12-25T10:30:00Z
EMSR647,AOI01,optimal,dataOptimal/,2023-02-15T10:30:00.000,2023-02-16T10:30:00Z,2023-02-18T10:30:00Z
EMSR647,AOI02,optimal,dataOptimal/,2023-02-17T10:30:00.000,2023-02-16T10:30:00Z,2023-02-18T10:30:00Z
EMSR647,AOI04,optimal,dataOptimal/,2023-02-20T10:30:00.000,2023-02-16T10:30:00Z,2023-02-18T10:30:00Z
EMSR647,AOI05,optimal,dataOptimal/,2023-02-07T10:30:00.000,2023-02-16T10:30:00Z,2023-02-18T10:30:00Z
EMSR647,AOI06,optimal,dataOptimal/,2023-02-16T10:30:00.000,2023-02-16T10:30:00Z,2023-02-18T10:30:00Z
EMSR647,AOI07,optimal,dataOptimal/,2023-02-13T10:30:00.000,2023-02-16T10:30:00Z,2023-02-18T10:30:00Z
EMSR656,AOI01,optimal,dataOptimal/,2023-03-29T10:30:00.000,2023-03-29T10:30:00Z,2023-04-08T10:30:00Z
